char:之, sent:宋败，齐必还，请击之。, predict:2, gold:3
char:使, sent:楚子将围宋，使子文治兵于睽，终朝而毕，不戮一人。, predict:0, gold:0
char:使, sent:公请受盟，而后使归。, predict:0, gold:0
char:使, sent:宋公使来乞师，公辞之。, predict:0, gold:0
char:使, sent:闻楚人既许晋籴伐成，而使归覆命矣。, predict:0, gold:0
char:使, sent:华臣弱皋比之室，使贼杀其宰华吴。, predict:0, gold:0
char:使, sent:晋人止公，使送葬。, predict:0, gold:0
char:使, sent:连称有从妹在公宫，无宠，使间公，曰：捷，吾以女为夫人。, predict:0, gold:0
char:使, sent:臾骈曰：使者目动而言肆，惧我也，将遁矣。, predict:0, gold:1
char:使, sent:以我故，执邾宣公、莒犁比公，且曰：通齐、楚之使。, predict:0, gold:1
char:楚, sent:楚令尹大孙伯卒，成嘉为令尹。, predict:9, gold:6
char:楚, sent:以我故，执邾宣公、莒犁比公，且曰：通齐、楚之使。, predict:9, gold:6
char:楚, sent:楚子以蔡侯灭息，遂伐蔡。, predict:9, gold:6
char:楚, sent:宋华元克合晋、楚之成。, predict:9, gold:6
char:楚, sent:定王使王孙满劳楚子。, predict:9, gold:6
char:楚, sent:楚左尹子重侵宋，王待诸郔。, predict:9, gold:6
char:楚, sent:楚人讨陈叛故，曰：由令尹子辛实侵欲焉。, predict:9, gold:6
char:楚, sent:又与子丰适楚，亦不礼焉。, predict:9, gold:6
char:楚, sent:夔子不祀祝融与鬻熊，楚人让之，对曰：我先王熊挚有疾，鬼神弗赦而自窜于夔。, predict:9, gold:6
char:楚, sent:闻楚人既许晋籴伐成，而使归覆命矣。, predict:9, gold:6
char:楚, sent:诸侯救郑，楚师夜遁。, predict:9, gold:6
char:楚, sent:晋郤至如楚聘，且莅盟。, predict:9, gold:6
char:楚, sent:朝于楚，楚人鸩之，及叶而死。, predict:9, gold:6
char:楚, sent:许恃楚而不事郑，郑子良伐许。, predict:9, gold:6
char:楚, sent:楚子使与师言曰：君处北海，寡人处南海，唯是风马牛不相及也。, predict:9, gold:6
char:楚, sent:遂伐楚。, predict:9, gold:6
char:楚, sent:癸亥，盟于宋西门之外，曰：凡晋、楚无相加戎，好恶同之，同恤菑危，备救凶患。, predict:9, gold:6
char:楚, sent:冬，楚子伐郑，郑未服也。, predict:9, gold:6
char:楚, sent:郑共仲、侯羽军楚师，囚郧公钟仪，献诸晋。, predict:9, gold:6
char:楚, sent:楚令尹子玉追秦师，弗及，遂围陈，纳顿子于顿。, predict:9, gold:6
char:楚, sent:十七年春，晋荀林父、卫孔达、陈公孙宁、郑石楚伐宋。, predict:9, gold:97
char:齐, sent:冬，齐师灭谭，谭无礼也。, predict:9, gold:9
char:齐, sent:仲庆父请伐齐师。, predict:9, gold:9
char:齐, sent:郤子其或者欲已乱于齐乎。, predict:9, gold:9
char:齐, sent:文公二年六月壬申，朝于齐。, predict:9, gold:9
char:齐, sent:献子先归，使栾京庐待命于齐，曰：不得齐事，无覆命矣。, predict:9, gold:9
char:齐, sent:齐侯使诸姜宗妇来送葬。, predict:9, gold:9
char:齐, sent:郑伯使大子华听命于会，言于齐侯曰：泄氏、孔氏、子人氏三族，实违君命。, predict:9, gold:9
char:齐, sent:齐侯使连称、管至父戍葵丘。, predict:9, gold:9
char:齐, sent:齐人以其未得志于我故，秋，齐侯伐我北鄙，围桃。, predict:9, gold:9
char:齐, sent:齐侯伐莱，莱人使正舆子赂夙沙卫以索马牛，皆百匹，齐师乃还。, predict:9, gold:9
char:齐, sent:颛孙自齐来奔。, predict:9, gold:9
char:齐, sent:四年春，齐侯以诸侯之师侵蔡。, predict:9, gold:9
char:齐, sent:秋，声姜以公故，会齐侯于卞。, predict:9, gold:9
char:齐, sent:齐师去之。, predict:9, gold:9
char:齐, sent:夏六月，齐师、宋师次于郎。, predict:9, gold:9
char:齐, sent:狄间晋之有郑虞也，夏，狄侵齐。, predict:9, gold:9
char:齐, sent:齐盟，所以质信也。, predict:9, gold:9
char:齐, sent:盟于卷楚，辞齐人。, predict:9, gold:9
char:齐, sent:申叔时使于齐，反，覆命而退。, predict:9, gold:9
char:齐, sent:司城子罕以堵女父、尉翩、司齐与之。, predict:9, gold:97
char:大, sent:乃舍之，皆为大夫。, predict:0, gold:97
char:大, sent:声伯以其外弟为大夫，而嫁其外妹于施孝叔。, predict:0, gold:97
char:大, sent:蛮夷属于楚者，吴尽取之，是以始大，通吴于上国。, predict:0, gold:97
char:大, sent:诸大夫欲召狄。, predict:0, gold:97
char:大, sent:及陈之初亡也，陈桓子始大于齐。, predict:0, gold:97
char:大, sent:大夫闻之，无不耸惧。, predict:0, gold:97
char:大, sent:楚公子午为令尹，公子罢戎为右尹，蒍子冯为大司马，公子櫜师为右司马，公子成为左司马，屈到为莫敖，公子追舒为箴尹，屈荡为连尹，养由基为宫厩尹，以靖国人。, predict:0, gold:97
char:大, sent:穆王立，以其为大子之室与潘崇，使为大师，且掌环列之尹。, predict:0, gold:11
char:大, sent:襄王恶大叔带之难，惧不立，不发丧而告难于齐。, predict:0, gold:11
char:大, sent:夏四月丁巳，王入于王城，取大叔于温，杀之于隰城。, predict:0, gold:11
char:大, sent:姜，大岳之后也。, predict:0, gold:11
char:大, sent:大子曰：君实不察其罪，被此名也以出，人谁纳我。, predict:0, gold:11
char:大, sent:夏，使大子居曲沃，重耳居蒲城，夷吾居屈。, predict:0, gold:11
char:大, sent:秋，大雩，书，不时也。, predict:0, gold:0
char:大, sent:大败宋师于乘丘。, predict:0, gold:0
char:大, sent:穆叔曰：以齐人之朝夕释憾于敝邑之地，是以大请。, predict:0, gold:0
char:大, sent:宋公闻之，曰：臣也，不唯其宗室是暴，大乱宋国之政，必逐之。, predict:0, gold:0
char:大, sent:庄叔以公降，拜，曰：小国受命于大国，敢不慎仪。, predict:0, gold:0
char:大, sent:山岳则配天，物莫能两大。, predict:0, gold:0
char:大, sent:『大义灭亲』，其是之谓乎。, predict:0, gold:0
char:大, sent:大国若弗图，无所逃命。, predict:0, gold:0
char:有, sent:淮之会，公有诸侯之事未归而取项。, predict:1, gold:1
char:有, sent:僖公之母弟曰夷仲年，生公孙无知，有宠于僖公，衣服礼秩如适。, predict:1, gold:1
char:有, sent:未有代德而有二王，亦叔父之所恶也。, predict:1, gold:1
char:有, sent:昔者诸侯事吾先君，皆如不逮，举言群臣不信，诸侯皆有贰志。, predict:1, gold:1
char:有, sent:过而不改，而又久之，以成其悔，何利之有焉。, predict:1, gold:1
char:有, sent:天祚明德，有所底止。, predict:1, gold:1
char:有, sent:《诗》曰：不吊昊天，乱靡有定。, predict:1, gold:1
char:有, sent:夫晋何厌之有。, predict:1, gold:1
char:有, sent:子元曰：郑有人焉。, predict:1, gold:1
char:有, sent:有齐怨，不废丧纪，礼也。, predict:1, gold:1
char:有, sent:若犹有人，岂其以千乘之相易淫乐之。, predict:1, gold:1
char:有, sent:冬，王使周公阅来聘，飨有昌蜀、白、黑、形盐。, predict:1, gold:1
char:有, sent:光，远而自他有耀者也。, predict:1, gold:1
char:有, sent:子文闻其死也，曰：古人有言曰知臣莫若君。, predict:1, gold:1
char:有, sent:若有害楚，则晋伐之。, predict:1, gold:1
char:有, sent:秋七月，有神降于莘。, predict:1, gold:1
char:有, sent:社稷有主而外其心，其何贰如之。, predict:1, gold:1
char:有, sent:狄间晋之有郑虞也，夏，狄侵齐。, predict:1, gold:1
char:有, sent:秦伯曰：若背其言，所不归尔帑者，有如河。, predict:1, gold:97
char:有, sent:寿余曰：请东人之能与夫二三有司言者，吾与之先。, predict:1, gold:97
char:有, sent:有陈，非吾事也，无之而后可。, predict:1, gold:97
char:师, sent:秋，宋师围曹，报武氏之乱也。, predict:2, gold:2
char:师, sent:戮而不已，又怒楚师，战必不克。, predict:2, gold:2
char:师, sent:冬，楚令尹子玉、司马子西帅师伐宋，围缗。, predict:2, gold:2
char:师, sent:六月，郑二公子以制人败燕师于北制。, predict:2, gold:2
char:师, sent:四年春，齐侯以诸侯之师侵蔡。, predict:2, gold:2
char:师, sent:宋公使来乞师，公辞之。, predict:2, gold:2
char:师, sent:郑人以子西、伯有、子产之故，纳贿于宋，以马四十乘与师伐、师慧。, predict:2, gold:2
char:师, sent:晋栾书救郑，与楚师遇于绕角。, predict:2, gold:2
char:师, sent:郕降于齐师。, predict:2, gold:2
char:师, sent:陈辕涛涂谓郑申侯曰：师出于陈、郑之间，国必甚病。, predict:2, gold:2
char:师, sent:卫唯信晋，故师在其郊而不设备。, predict:2, gold:2
char:师, sent:师退，次于召陵。, predict:2, gold:2
char:师, sent:晋师侵郑，诸大夫欲从晋。, predict:2, gold:2
char:师, sent:东门襄仲、臧文仲如楚乞师，臧孙见子玉而道之伐齐、宋，以其不臣也。, predict:2, gold:2
char:师, sent:秦伯师于河西，魏人在东。, predict:2, gold:2
char:师, sent:夏六月，齐师、宋师次于郎。, predict:2, gold:2
char:师, sent:左师为己短策，苟过华臣之门，必聘。, predict:2, gold:2
char:师, sent:佚之狐言于郑伯曰：国危矣，若使烛之武见秦君，师必退。, predict:2, gold:2
char:师, sent:成师以出，而败楚之二县，何荣之有焉。, predict:2, gold:2
char:师, sent:贼六人以铍杀诸卢门合左师之后。, predict:2, gold:97
char:师, sent:师慧过宋朝，将私焉。, predict:2, gold:1
char:师, sent:载在盟府，大师职之。, predict:2, gold:9
char:诸, sent:晋侯与诸侯宴于温，使诸大夫舞，曰：歌诗必类。, predict:6, gold:6
char:诸, sent:书曰「诸侯」，无功也。, predict:6, gold:6
char:诸, sent:公曰：诸侯有讨于郑，未捷。, predict:6, gold:6
char:诸, sent:不书地，尊诸侯也。, predict:6, gold:6
char:诸, sent:郑子蟜闻将伐许，遂相郑伯以从诸侯之师。, predict:6, gold:6
char:诸, sent:四年春，齐侯以诸侯之师侵蔡。, predict:6, gold:6
char:诸, sent:及其入也，诸侯皆贺，谭又不至。, predict:6, gold:6
char:诸, sent:十二年六月，归生佐寡君之嫡夷，以请陈侯于楚而朝诸君。, predict:6, gold:6
char:诸, sent:淮之会，公有诸侯之事未归而取项。, predict:6, gold:6
char:诸, sent:夫诸侯之会，其德刑礼义，无国不记。, predict:6, gold:6
char:诸, sent:及卫州吁立，将修先君之怨于郑，而求宠于诸侯以和其民，使告于宋曰：君若伐郑以除君害，君为主，敝邑以赋与陈、蔡从，则卫国之愿也。, predict:6, gold:6
char:诸, sent:诸侯信之，且大义也。, predict:6, gold:6
char:诸, sent:叔孙穆子相，趋进曰：诸侯之会，寡君未尝后卫君。, predict:6, gold:6
char:诸, sent:楚公子申、公子成以申、息之师救蔡，御诸桑隧。, predict:6, gold:97
char:诸, sent:昭王之不复，君其问诸水滨。, predict:6, gold:97
char:诸, sent:初，楚子将以商臣为大子，访诸令尹子上。, predict:6, gold:97
char:诸, sent:五年春，原、屏放诸齐。, predict:6, gold:97
char:诸, sent:若敖卒，从其母畜于云阜，淫于云阜子之女，生子文焉云阜夫人使弃诸梦中，虎乳之。, predict:6, gold:97
char:诸, sent:郑共仲、侯羽军楚师，囚郧公钟仪，献诸晋。, predict:6, gold:97
char:诸, sent:楚左尹子重侵宋，王待诸郔。, predict:6, gold:97
char:诸, sent:晋师侵郑，诸大夫欲从晋。, predict:6, gold:7
char:王, sent:子元、斗御疆、斗梧、耿之不比为旆，斗班、王孙游、王孙喜殿。, predict:0, gold:4
char:王, sent:夏四月乙亥，王叔文公卒，来赴吊如同盟，礼也。, predict:0, gold:4
char:王, sent:襄王恶大叔带之难，惧不立，不发丧而告难于齐。, predict:0, gold:0
char:王, sent:祝聃射王中肩，王亦能军。, predict:0, gold:0
char:王, sent:蔡、卫、陈皆奔，王卒乱，郑师合以攻之，王卒大败。, predict:0, gold:0
char:王, sent:若治其故，则王官之邑也，子安得之。, predict:0, gold:0
char:王, sent:数之以王命，取赂而还。, predict:0, gold:0
char:王, sent:王乃止。, predict:0, gold:0
char:王, sent:昭王之不复，君其问诸水滨。, predict:0, gold:0
char:王, sent:子越又恶之，乃以若敖氏之族圄伯嬴于□□阳而杀之，遂处烝野，将攻王。, predict:0, gold:0
char:王, sent:息侯闻之，怒，使谓楚文王曰：伐我，吾求救于蔡而伐之。, predict:0, gold:0
char:王, sent:王夺郑伯政，郑伯不朝。, predict:0, gold:0
char:王, sent:伯棼射王，汰輈，及鼓跗，着于丁宁。, predict:0, gold:0
char:王, sent:请君朝王，臣从师。, predict:0, gold:0
char:王, sent:曰：是谓『观国之光，利用宾于王。, predict:0, gold:0
char:王, sent:王曰：善哉。, predict:0, gold:0
char:王, sent:十一月己酉，定王崩。, predict:0, gold:0
char:王, sent:惠王问诸内史过曰：是何故也。, predict:0, gold:0
char:王, sent:请隧，弗许，曰：王章也。, predict:0, gold:0
char:王, sent:文王将死，与之璧，使行，曰，唯我知女，女专利而不厌，予取予求，不女疵瑕也。, predict:0, gold:0
char:王, sent:《诗》曰：文王既勤止。, predict:0, gold:0
char:王, sent:秦伯伐晋，济河焚舟，取王官，及郊。, predict:0, gold:97
char:无, sent:晋侯谓韩无忌仁，使掌公族大夫。, predict:0, gold:0
char:无, sent:阻兵无众，安忍无亲，众叛亲离，难以济矣。, predict:0, gold:0
char:无, sent:礼无所逆，妇，养姑者也，亏姑以成妇，逆莫大焉。, predict:0, gold:0
char:无, sent:夫诸侯之会，其德刑礼义，无国不记。, predict:0, gold:0
char:无, sent:不可以无主。, predict:0, gold:0
char:无, sent:对曰：臣不任受怨，君亦不任受德，无怨无德，不知所报。, predict:0, gold:0
char:无, sent:臣无二心，天之制也。, predict:0, gold:0
char:无, sent:无适小国，将不女容焉。, predict:0, gold:0
char:无, sent:连称有从妹在公宫，无宠，使间公，曰：捷，吾以女为夫人。, predict:0, gold:0
char:无, sent:子反曰：如天之福，两君相见，无亦唯是一矢以相加遗，焉用乐。, predict:0, gold:0
char:无, sent:季文子曰：中国不振旅，蛮夷入伐，而莫之或恤，无吊者也夫。, predict:0, gold:0
char:无, sent:凡自周无出，周公自出故也。, predict:0, gold:0
char:无, sent:以讨召诸侯，而以贪归之，无乃不可乎。, predict:0, gold:0
char:无, sent:宰庀家器为葬备，无衣帛之妾，无食粟之马，无藏金玉，无重器备。, predict:0, gold:0
char:无, sent:吾亡无日矣。, predict:0, gold:0
char:无, sent:交贽往来，道路无壅，谋其不协，而讨不庭有渝此盟，明神殛之，俾队其师，无克胙国。, predict:0, gold:0
char:无, sent:若舍郑以为东道主，行李之往来，共其乏困，君亦无所害。, predict:0, gold:0
char:无, sent:慧曰：无人焉。, predict:0, gold:0
char:无, sent:初，公孙无知虐于雍廪。, predict:0, gold:97
char:无, sent:范无恤御戎，以从秦师于河曲。, predict:0, gold:97
char:伯, sent:晋郤犨盟秦伯于河西。, predict:2, gold:2
char:伯, sent:臧僖伯谏曰：凡物不足以讲大事，其材不足以备器用，则君不举焉。, predict:2, gold:2
char:伯, sent:子叔声伯如晋。, predict:2, gold:2
char:伯, sent:秦伯说，与郑人盟，使杞子、逢孙、扬孙戍之，乃还。, predict:2, gold:2
char:伯, sent:冬，叔孙戴伯帅师，会诸侯之师侵陈。, predict:2, gold:2
char:伯, sent:秋，宣伯聘于齐，以修前好。, predict:2, gold:2
char:伯, sent:夏，单伯会之，取成于宋而还。, predict:2, gold:2
char:伯, sent:秦伯师于河上，将纳王。, predict:2, gold:2
char:伯, sent:冬十二月辛已，臧僖伯卒。, predict:2, gold:2
char:伯, sent:生二子而寡，以归声伯。, predict:2, gold:2
char:伯, sent:郑伯拜。, predict:2, gold:2
char:伯, sent:伯宗辟重，曰：辟传。, predict:2, gold:2
char:伯, sent:请自归于秦，秦伯许之。, predict:2, gold:2
char:伯, sent:郑人以子西、伯有、子产之故，纳贿于宋，以马四十乘与师伐、师慧。, predict:2, gold:2
char:伯, sent:士贞伯曰：郑伯其死乎。, predict:2, gold:2
char:伯, sent:六年春，郑伯如晋拜成，子游相，授玉于东楹之东。, predict:2, gold:2
char:伯, sent:秦人欲战，秦伯谓士会曰：若何而战。, predict:2, gold:2
char:伯, sent:且寡人出，伯父无里言，入，又不念寡人，寡人憾焉。, predict:2, gold:1
char:伯, sent:子越又恶之，乃以若敖氏之族圄伯嬴于□□阳而杀之，遂处烝野，将攻王。, predict:2, gold:97
char:伯, sent:以其女妻伯比，实为令尹子文。, predict:2, gold:97
